GPC;AttributeName;AttributeID;Description;Options;Required
10003669;Inalámbrico;CL-A88800111;¿El producto es Inalámbrico?;Si|No;true
10003669;Uso herramientas;A2187113;Seleccionar de la lista;Profesional|Básico|Industrial;true
10003638;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;false
10003638;Uso herramientas;A2187113;Seleccionar de la lista;Profesional|Básico|Industrial;true
10003638;Inalámbrico;CL-A88800111;¿El producto es Inalámbrico?;Si|No;true
10005211;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;false
10005211;Regulador de voltaje;CL-A88800161;Indica si tu producto regulador de voltaje;Si|No;false
10005211;Uso herramientas;A2187113;Seleccionar de la lista;Profesional|Básico|Industrial;true
10005213;Tipo de trabajo;CA-10000031;Seleccione de la lista;Combo|Amateur|Trabajo liviano|Profesional|Industrial|Carpintero|Trabajo pesado;false
10005213;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;false
10005213;Cuenta con bloqueo de seguridad;CA-10000028;Indica si tu producto cuenta con bloqueo de seguridad;Si|No;false
10005213;Inalámbrico;CL-A88800111;¿El producto es Inalámbrico?;Si|No;true
10003663;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;false
10003663;Uso herramientas;A2187113;Seleccionar de la lista;Profesional|Básico|Industrial;true
10007027;Superficie de aplicación;CL-A88800176;Seleccione de la lista;Granito|Hierro fundido|Cuero|Aluminio|Bronce|Fibra de vidrio|Plástico|Vidrio|Mármol|Yeso|Cobre|Porcelanato|Madera|Hormigón|Cerámica|Acero inoxidable|Piedra|Multiuso|Bimetal|Metal|Concreto;false
10007027;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;true
10007027;Tipo de trabajo;CA-10000031;Seleccione de la lista;Combo|Amateur|Trabajo liviano|Profesional|Industrial|Carpintero|Trabajo pesado;true
10007027;Inalámbrico;CL-A88800111;¿El producto es Inalámbrico?;Si|No;true
10003659;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;false
10003659;Cuenta con bloqueo de seguridad;CA-10000028;Indica si tu producto cuenta con bloqueo de seguridad;Si|No;false
10003659;Tipo de rotomartillo;CA-10000430;Seleccione de la lista;Rotomartillo eléctrico|Rotomartillo inalámbrico;true
10003659;Uso herramientas;A2187113;Seleccionar de la lista;Profesional|Básico|Industrial;true
10003659;Inalámbrico;CL-A88800111;¿El producto es Inalámbrico?;Si|No;true
10003662;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;false
10003662;Cuenta con bloqueo de seguridad;CA-10000028;Indica si tu producto cuenta con bloqueo de seguridad;Si|No;false
10003662;Llama regulable;CL-A99900318;Indica si tu producto llama regulable;Si|No;false
10003662;Uso herramientas;A2187113;Seleccionar de la lista;Profesional|Básico|Industrial;true
10003662;Control de temperatura;CL-A99900167;Indica si tu producto control de temperatura;Si|No;true
10003662;Inalámbrico;CL-A88800111;¿El producto es Inalámbrico?;Si|No;true
10007030;Superficie de aplicación;CL-A88800176;Seleccione de la lista;Granito|Hierro fundido|Cuero|Aluminio|Bronce|Fibra de vidrio|Plástico|Vidrio|Mármol|Yeso|Cobre|Porcelanato|Madera|Hormigón|Cerámica|Acero inoxidable|Piedra|Multiuso|Bimetal|Metal|Concreto;true
10007030;Inalámbrico;CL-A88800111;¿El producto es Inalámbrico?;Si|No;true
10003655;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;false
10003655;Uso herramientas;A2187113;Seleccionar de la lista;Profesional|Básico|Industrial;true
10003655;Inalámbrico;CL-A88800111;¿El producto es Inalámbrico?;Si|No;true
10003656;Tipo de trabajo;CA-10000031;Seleccione de la lista;Combo|Amateur|Trabajo liviano|Profesional|Industrial|Carpintero|Trabajo pesado;false
10003656;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;false
10003656;Inalámbrico;CL-A88800111;¿El producto es Inalámbrico?;Si|No;true
10003656;Uso herramientas;A2187113;Seleccionar de la lista;Profesional|Básico|Industrial;true
10003631;Superficie de aplicación;CL-A88800176;Seleccione de la lista;Granito|Hierro fundido|Cuero|Aluminio|Bronce|Fibra de vidrio|Plástico|Vidrio|Mármol|Yeso|Cobre|Porcelanato|Madera|Hormigón|Cerámica|Acero inoxidable|Piedra|Multiuso|Bimetal|Metal|Concreto;false
10003631;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;false
10003631;Cuenta con bloqueo de seguridad;CA-10000028;Indica si tu producto cuenta con bloqueo de seguridad;Si|No;false
10003631;Uso herramientas;A2187113;Seleccionar de la lista;Profesional|Básico|Industrial;true
10003631;Tipo velocidad;CA-10000441;;Variable|Fijo;true
10003631;Inalámbrico;CL-A88800111;¿El producto es Inalámbrico?;Si|No;true
10003616;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;false
10003616;Uso herramientas;A2187113;Seleccionar de la lista;Profesional|Básico|Industrial;true
10003616;Inalámbrico;CL-A88800111;¿El producto es Inalámbrico?;Si|No;true
10003626;Tipo de trabajo;CA-10000031;Seleccione de la lista;Combo|Amateur|Trabajo liviano|Profesional|Industrial|Carpintero|Trabajo pesado;false
10003626;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;false
10003620;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;false
10003620;Tipo de láser;CA-10000200;Seleccione de la lista;Vertical|Horizontal;true
10003620;Uso herramientas;A2187113;Seleccionar de la lista;Profesional|Básico|Industrial;true
10003620;Inalámbrico;CL-A88800111;¿El producto es Inalámbrico?;Si|No;true
10006277;Cuenta con pantalla;CL-A99900393;Indica si tu producto cuenta con pantalla;Si|No;false
10006277;Tipo de trabajo;CA-10000031;Seleccione de la lista;Combo|Amateur|Trabajo liviano|Profesional|Industrial|Carpintero|Trabajo pesado;false
10006277;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;false
10006277;Inalámbrico;CL-A88800111;¿El producto es Inalámbrico?;Si|No;true
10003738;Capacidad de biselado;CL-A88800059;¿El producto cuenta con Capacidad de biselado?;Si|No;false
10003738;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;false
10003738;Cuenta con bloqueo de seguridad;CA-10000028;Indica si tu producto cuenta con bloqueo de seguridad;Si|No;false
10003738;Uso herramientas;A2187113;Seleccionar de la lista;Profesional|Básico|Industrial;true
10003738;Inalámbrico;CL-A88800111;¿El producto es Inalámbrico?;Si|No;true
10007031;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;false
10003666;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;false
10003666;Cuenta con bloqueo de seguridad;CA-10000028;Indica si tu producto cuenta con bloqueo de seguridad;Si|No;false
10003666;Uso herramientas;A2187113;Seleccionar de la lista;Profesional|Básico|Industrial;true
10003632;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;false
10003632;Uso herramientas;A2187113;Seleccionar de la lista;Profesional|Básico|Industrial;true
10003632;Inalámbrico;CL-A88800111;¿El producto es Inalámbrico?;Si|No;true
10007032;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;true
10007032;Tipo de trabajo;CA-10000031;Seleccione de la lista;Combo|Amateur|Trabajo liviano|Profesional|Industrial|Carpintero|Trabajo pesado;true
10007032;Inalámbrico;CL-A88800111;¿El producto es Inalámbrico?;Si|No;true
10005653;Tipo de trabajo;CA-10000031;Seleccione de la lista;Combo|Amateur|Trabajo liviano|Profesional|Industrial|Carpintero|Trabajo pesado;false
10005653;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;false
10003640;Tipo de trabajo;CA-10000031;Seleccione de la lista;Combo|Amateur|Trabajo liviano|Profesional|Industrial|Carpintero|Trabajo pesado;false
10003640;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;false
10003640;Inalámbrico;CL-A88800111;¿El producto es Inalámbrico?;Si|No;true
10003750;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;false
10003750;Uso herramientas;A2187113;Seleccionar de la lista;Profesional|Básico|Industrial;true
10003750;Superficie de aplicación;CL-A88800176;Seleccione de la lista;Granito|Hierro fundido|Cuero|Aluminio|Bronce|Fibra de vidrio|Plástico|Vidrio|Mármol|Yeso|Cobre|Porcelanato|Madera|Hormigón|Cerámica|Acero inoxidable|Piedra|Multiuso|Bimetal|Metal|Concreto;false
10003750;Tipo velocidad;CA-10000441;;Variable|Fijo;true
10003750;Inalámbrico;CL-A88800111;¿El producto es Inalámbrico?;Si|No;true
10003747;Uso herramientas;A2187113;Seleccionar de la lista;Profesional|Básico|Industrial;true
10003629;Superficie de aplicación;CL-A88800176;Seleccione de la lista;Granito|Hierro fundido|Cuero|Aluminio|Bronce|Fibra de vidrio|Plástico|Vidrio|Mármol|Yeso|Cobre|Porcelanato|Madera|Hormigón|Cerámica|Acero inoxidable|Piedra|Multiuso|Bimetal|Metal|Concreto;false
10003629;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;false
10003629;Cuenta con bloqueo de seguridad;CA-10000028;Indica si tu producto cuenta con bloqueo de seguridad;Si|No;false
10003629;Uso herramientas;A2187113;Seleccionar de la lista;Profesional|Básico|Industrial;true
10003629;Inalámbrico;CL-A88800111;¿El producto es Inalámbrico?;Si|No;true
10003660;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;false
10003660;Cuenta con bloqueo de seguridad;CA-10000028;Indica si tu producto cuenta con bloqueo de seguridad;Si|No;false
10003660;Tipo de martillo;CA-10000095;Seleccione de la lista;Rotomartillo|Otro|Uña|Demoledor|Inalámbrico|Perforación|Tapicero|Bola|Mecánico;true
10003660;Uso herramientas;A2187113;Seleccionar de la lista;Profesional|Básico|Industrial;true
10003660;Tipo velocidad;CA-10000441;;Variable|Fijo;true
10003660;Inalámbrico;CL-A88800111;¿El producto es Inalámbrico?;Si|No;true
10007033;Tipo de luz;CA-10000017;Seleccione de la lista;LED|Fría|Neutra|Incandescente|Cálida;false
10007033;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;true
10007033;Tipo de trabajo;CA-10000031;Seleccione de la lista;Combo|Amateur|Trabajo liviano|Profesional|Industrial|Carpintero|Trabajo pesado;true
10007033;Inalámbrico;CL-A88800111;¿El producto es Inalámbrico?;Si|No;true
10003641;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;false
10003641;Capacidad de biselado;CL-A88800059;¿El producto cuenta con Capacidad de biselado?;Si|No;false
10003641;Cuenta con bloqueo de seguridad;CA-10000028;Indica si tu producto cuenta con bloqueo de seguridad;Si|No;false
10003641;Uso herramientas;A2187113;Seleccionar de la lista;Profesional|Básico|Industrial;true
10003641;Inalámbrico;CL-A88800111;¿El producto es Inalámbrico?;Si|No;true
10003737;Tipo de trabajo;CA-10000031;Seleccione de la lista;Combo|Amateur|Trabajo liviano|Profesional|Industrial|Carpintero|Trabajo pesado;false
10003737;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;false
10003737;Inalámbrico;CL-A88800111;¿El producto es Inalámbrico?;Si|No;true
10007034;Superficie de aplicación;CL-A88800176;Seleccione de la lista;Granito|Hierro fundido|Cuero|Aluminio|Bronce|Fibra de vidrio|Plástico|Vidrio|Mármol|Yeso|Cobre|Porcelanato|Madera|Hormigón|Cerámica|Acero inoxidable|Piedra|Multiuso|Bimetal|Metal|Concreto;false
10007034;Tipo de trabajo;CA-10000031;Seleccione de la lista;Combo|Amateur|Trabajo liviano|Profesional|Industrial|Carpintero|Trabajo pesado;true
10007034;Inalámbrico;CL-A88800111;¿El producto es Inalámbrico?;Si|No;true
10003657;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;true
10003657;Cuenta con bloqueo de seguridad;CA-10000028;Indica si tu producto cuenta con bloqueo de seguridad;Si|No;false
10003657;Uso herramientas;A2187113;Seleccionar de la lista;Profesional|Básico|Industrial;true
10003657;Inalámbrico;CL-A88800111;¿El producto es Inalámbrico?;Si|No;true
10003654;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;false
10003654;Uso herramientas;A2187113;Seleccionar de la lista;Profesional|Básico|Industrial;true
10003654;Tipo velocidad;CA-10000441;;Variable|Fijo;true
10003654;Inalámbrico;CL-A88800111;¿El producto es Inalámbrico?;Si|No;true
10003649;Tipo de trabajo;CA-10000031;Seleccione de la lista;Combo|Amateur|Trabajo liviano|Profesional|Industrial|Carpintero|Trabajo pesado;false
10003649;Material del mango;CL-A88800135;Seleccione de la lista;Vidrio|Bambú|Vidrio templado|Greda|Metal|Silicona|MDF|Fibra de vidrio|Ratán|Papel mantequilla|Tritán|Melamina|Espuma|Goma|Metálico|Cerámica|Plástico|Aglomerado de madera|Cuero|PVC|Aluminio|Poliamida|Porcelana|Polipropileno|Nylon|Acero|Cuerina|Acero carbono|Acero galvanizado|Fibra de coco|Poliéster|Tela|Madera|Texturado|Acero inoxidable|PU;false
10003649;Material de la cabeza;CL-A88800132;Seleccione de la lista;Goma|Acero|Hierro|Cobre|Plástico;false
10003649;Inalámbrico;CL-A88800111;¿El producto es Inalámbrico?;Si|No;true
10003665;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;false
10003665;Uso herramientas;A2187113;Seleccionar de la lista;Profesional|Básico|Industrial;true
10003665;Inalámbrico;CL-A88800111;¿El producto es Inalámbrico?;Si|No;true
10003647;Tipo de trabajo;CA-10000031;Seleccione de la lista;Combo|Amateur|Trabajo liviano|Profesional|Industrial|Carpintero|Trabajo pesado;false
10003647;Cuenta con bloqueo de seguridad;CA-10000028;Indica si tu producto cuenta con bloqueo de seguridad;Si|No;false
10003647;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;false
10003647;Inalámbrico;CL-A88800111;¿El producto es Inalámbrico?;Si|No;true
10005869;Cuenta con pantalla;CL-A99900393;Indica si tu producto cuenta con pantalla;Si|No;false
10005869;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;false
10005869;Uso herramientas;A2187113;Seleccionar de la lista;Profesional|Básico|Industrial;true
10005869;Inalámbrico;CL-A88800111;¿El producto es Inalámbrico?;Si|No;true
10003648;Superficie de aplicación;CL-A88800176;Seleccione de la lista;Granito|Hierro fundido|Cuero|Aluminio|Bronce|Fibra de vidrio|Plástico|Vidrio|Mármol|Yeso|Cobre|Porcelanato|Madera|Hormigón|Cerámica|Acero inoxidable|Piedra|Multiuso|Bimetal|Metal|Concreto;false
10003648;Cuenta con bloqueo de seguridad;CA-10000028;Indica si tu producto cuenta con bloqueo de seguridad;Si|No;false
10003648;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;false
10003648;Uso herramientas;A2187113;Seleccionar de la lista;Profesional|Básico|Industrial;true
10003648;Inalámbrico;CL-A88800111;¿El producto es Inalámbrico?;Si|No;true
10003615;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;false
10003615;Cuenta con bloqueo de seguridad;CA-10000028;Indica si tu producto cuenta con bloqueo de seguridad;Si|No;false
10003615;Uso herramientas;A2187113;Seleccionar de la lista;Profesional|Básico|Industrial;true
10003615;Tipo velocidad;CA-10000441;;Variable|Fijo;true
10003615;Inalámbrico;CL-A88800111;¿El producto es Inalámbrico?;Si|No;true
10003627;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;false
10003627;Capacidad de biselado;CL-A88800059;¿El producto cuenta con Capacidad de biselado?;Si|No;false
10003627;Cuenta con bloqueo de seguridad;CA-10000028;Indica si tu producto cuenta con bloqueo de seguridad;Si|No;false
10003627;Uso herramientas;A2187113;Seleccionar de la lista;Profesional|Básico|Industrial;true
10003627;Inalámbrico;CL-A88800111;¿El producto es Inalámbrico?;Si|No;true
10003639;Tipo de trabajo;CA-10000031;Seleccione de la lista;Combo|Amateur|Trabajo liviano|Profesional|Industrial|Carpintero|Trabajo pesado;false
10003639;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;false
10003639;Cuenta con bloqueo de seguridad;CA-10000028;Indica si tu producto cuenta con bloqueo de seguridad;Si|No;false
10003639;Cuenta con apagado automático;CL-A88800022;Indica si tu producto cuenta con apagado automático;Si|No;false
10003639;Inalámbrico;CL-A88800111;¿El producto es Inalámbrico?;Si|No;true
10007035;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;true
10007035;Tipo de trabajo;CA-10000031;Seleccione de la lista;Combo|Amateur|Trabajo liviano|Profesional|Industrial|Carpintero|Trabajo pesado;true
10007035;Inalámbrico;CL-A88800111;¿El producto es Inalámbrico?;Si|No;true
10003884;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;false
10003884;Uso herramientas;A2187113;Seleccionar de la lista;Profesional|Básico|Industrial;true
10003744;Llama regulable;CL-A99900318;Indica si tu producto llama regulable;Si|No;false
10003744;Resistencia al agua;CL-A99900475;¿El producto cuenta con Resistencia al agua?;Si|No;false
10003744;Tipo de trabajo;CA-10000031;Seleccione de la lista;Combo|Amateur|Trabajo liviano|Profesional|Industrial|Carpintero|Trabajo pesado;false
10003744;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;true
10003744;Cuenta con bloqueo de seguridad;CA-10000028;Indica si tu producto cuenta con bloqueo de seguridad;Si|No;false
10003744;Inalámbrico;CL-A88800111;¿El producto es Inalámbrico?;Si|No;true
10003744;Uso herramientas;A2187113;Seleccionar de la lista;Profesional|Básico|Industrial;true
10003679;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;false
10003679;Uso herramientas;A2187113;Seleccionar de la lista;Profesional|Básico|Industrial;true
10003749;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;false
10003749;Uso herramientas;A2187113;Seleccionar de la lista;Profesional|Básico|Industrial;true
10003680;Uso herramientas;A2187113;Seleccionar de la lista;Profesional|Básico|Industrial;true
10006779;Tipo de trabajo;CA-10000031;Seleccione de la lista;Combo|Amateur|Trabajo liviano|Profesional|Industrial|Carpintero|Trabajo pesado;false
10006779;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;false
10005221;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;false
10005221;Uso herramientas;A2187113;Seleccionar de la lista;Profesional|Básico|Industrial;true
10005230;Cuenta con control de medidores;CA-10000039;Indica si tu producto cuenta con control de medidores;Si|No;false
10005230;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;false
10005230;Uso herramientas;A2187113;Seleccionar de la lista;Profesional|Básico|Industrial;true
10003597;Tipo de trabajo;CA-10000031;Seleccione de la lista;Combo|Amateur|Trabajo liviano|Profesional|Industrial|Carpintero|Trabajo pesado;false
10003597;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;false
10003597;Capacidad de biselado;CL-A88800059;¿El producto cuenta con Capacidad de biselado?;Si|No;false
10003597;Cuenta con bloqueo de seguridad;CA-10000028;Indica si tu producto cuenta con bloqueo de seguridad;Si|No;false
10003668;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;false
10003668;Cuenta con bloqueo de seguridad;CA-10000028;Indica si tu producto cuenta con bloqueo de seguridad;Si|No;false
10003668;Uso herramientas;A2187113;Seleccionar de la lista;Profesional|Básico|Industrial;true
10003598;Tipo de trabajo;CA-10000031;Seleccione de la lista;Combo|Amateur|Trabajo liviano|Profesional|Industrial|Carpintero|Trabajo pesado;false
